neighborhood,year,month_number,permits_count,total_construction_value,avg_construction_value,n_properties,avg_assessed_value
KAMEYOSEK,2025,2,1,100000.0,100000.0,968.0,369729.3388429752
KAMEYOSEK,2025,3,2,375000.0,187500.0,968.0,369729.3388429752
KAMEYOSEK,2025,4,6,2855000.0,475833.3333333333,968.0,369729.3388429752
KAMEYOSEK,2025,5,3,531000.0,177000.0,968.0,369729.3388429752
KAMEYOSEK,2025,7,2,120000.0,60000.0,968.0,369729.3388429752
KAMEYOSEK,2025,8,1,315000.0,315000.0,968.0,369729.3388429752
KAMEYOSEK,2025,9,4,705812.0,176453.0,968.0,369729.3388429752
KAMEYOSEK,2025,10,5,295000.0,59000.0,968.0,369729.3388429752
KAMEYOSEK,2025,11,3,42037876.0,14012625.333333334,968.0,369729.3388429752
KAMEYOSEK,2025,12,1,885500.0,885500.0,968.0,369729.3388429752
KEHEEWIN,2019,1,1,200000.0,200000.0,1242.0,399690.8212560387
KEHEEWIN,2019,2,1,875000.0,875000.0,1242.0,399690.8212560387
KEHEEWIN,2019,4,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2019,5,2,5000.0,5000.0,1242.0,399690.8212560387
KEHEEWIN,2019,8,3,32000.0,32000.0,1242.0,399690.8212560387
KEHEEWIN,2019,9,2,39000.0,39000.0,1242.0,399690.8212560387
KEHEEWIN,2020,3,1,15000.0,15000.0,1242.0,399690.8212560387
KEHEEWIN,2020,6,1,100000.0,100000.0,1242.0,399690.8212560387
KEHEEWIN,2020,7,1,310000.0,310000.0,1242.0,399690.8212560387
KEHEEWIN,2020,8,1,13000.0,13000.0,1242.0,399690.8212560387
KEHEEWIN,2020,9,3,37000.0,12333.333333333334,1242.0,399690.8212560387
KEHEEWIN,2020,10,4,79752.0,39876.0,1242.0,399690.8212560387
KEHEEWIN,2020,11,1,2550000.0,2550000.0,1242.0,399690.8212560387
KEHEEWIN,2020,12,2,135000.0,67500.0,1242.0,399690.8212560387
KEHEEWIN,2021,3,1,5300.0,5300.0,1242.0,399690.8212560387
KEHEEWIN,2021,4,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2021,5,1,20000.0,20000.0,1242.0,399690.8212560387
KEHEEWIN,2021,6,2,76000.0,38000.0,1242.0,399690.8212560387
KEHEEWIN,2021,7,2,50000.0,50000.0,1242.0,399690.8212560387
KEHEEWIN,2021,9,1,65000.0,65000.0,1242.0,399690.8212560387
KEHEEWIN,2022,4,2,19000.0,19000.0,1242.0,399690.8212560387
KEHEEWIN,2022,5,1,35000.0,35000.0,1242.0,399690.8212560387
KEHEEWIN,2022,6,2,80000.0,80000.0,1242.0,399690.8212560387
KEHEEWIN,2022,9,2,150000.0,150000.0,1242.0,399690.8212560387
KEHEEWIN,2022,11,2,80000.0,80000.0,1242.0,399690.8212560387
KEHEEWIN,2022,12,2,0.0,0.0,1242.0,399690.8212560387
KEHEEWIN,2023,3,2,45500.0,22750.0,1242.0,399690.8212560387
KEHEEWIN,2023,5,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2023,6,2,900.0,900.0,1242.0,399690.8212560387
KEHEEWIN,2023,7,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2023,8,4,10000.0,10000.0,1242.0,399690.8212560387
KEHEEWIN,2023,9,2,22000.0,11000.0,1242.0,399690.8212560387
KEHEEWIN,2023,10,1,4500.0,4500.0,1242.0,399690.8212560387
KEHEEWIN,2023,11,2,25000.0,25000.0,1242.0,399690.8212560387
KEHEEWIN,2024,1,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2024,2,1,1590000.0,1590000.0,1242.0,399690.8212560387
KEHEEWIN,2024,4,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2024,5,2,7430.0,7430.0,1242.0,399690.8212560387
KEHEEWIN,2024,6,2,50000.0,50000.0,1242.0,399690.8212560387
KEHEEWIN,2024,7,2,10000.0,10000.0,1242.0,399690.8212560387
KEHEEWIN,2024,8,1,28888.0,28888.0,1242.0,399690.8212560387
KEHEEWIN,2024,9,2,737288.0,737288.0,1242.0,399690.8212560387
KEHEEWIN,2024,10,2,0.0,,1242.0,399690.8212560387
KEHEEWIN,2025,1,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2025,3,4,65500.0,21833.333333333332,1242.0,399690.8212560387
KEHEEWIN,2025,4,2,190000.0,95000.0,1242.0,399690.8212560387
KEHEEWIN,2025,6,7,26486326.0,3783760.8571428573,1242.0,399690.8212560387
KEHEEWIN,2025,8,1,0.0,,1242.0,399690.8212560387
KEHEEWIN,2025,9,1,0.0,0.0,1242.0,399690.8212560387
KEHEEWIN,2025,10,1,583000.0,583000.0,1242.0,399690.8212560387
KENILWORTH,2019,1,3,40000.0,40000.0,1082.0,451581.7929759704
KENILWORTH,2019,2,2,5500.0,2750.0,1082.0,451581.7929759704
KENILWORTH,2019,3,1,10000.0,10000.0,1082.0,451581.7929759704
KENILWORTH,2019,4,2,0.0,,1082.0,451581.7929759704
KENILWORTH,2019,5,2,40000.0,40000.0,1082.0,451581.7929759704
KENILWORTH,2019,6,2,42500.0,42500.0,1082.0,451581.7929759704
KENILWORTH,2019,7,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2019,9,1,1500.0,1500.0,1082.0,451581.7929759704
KENILWORTH,2019,10,2,3500.0,3500.0,1082.0,451581.7929759704
KENILWORTH,2020,2,1,9700.0,9700.0,1082.0,451581.7929759704
KENILWORTH,2020,5,1,4204.0,4204.0,1082.0,451581.7929759704
KENILWORTH,2020,7,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2020,8,2,55000.0,27500.0,1082.0,451581.7929759704
KENILWORTH,2020,9,2,0.0,,1082.0,451581.7929759704
KENILWORTH,2020,10,2,7500.0,3750.0,1082.0,451581.7929759704
KENILWORTH,2020,11,1,1000.0,1000.0,1082.0,451581.7929759704
KENILWORTH,2020,12,4,72900.0,18225.0,1082.0,451581.7929759704
KENILWORTH,2021,1,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2021,2,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2021,3,2,28000.0,28000.0,1082.0,451581.7929759704
KENILWORTH,2021,4,3,78000.0,26000.0,1082.0,451581.7929759704
KENILWORTH,2021,5,7,110000.0,36666.666666666664,1082.0,451581.7929759704
KENILWORTH,2021,6,2,60000.0,60000.0,1082.0,451581.7929759704
KENILWORTH,2021,7,1,25000.0,25000.0,1082.0,451581.7929759704
KENILWORTH,2021,8,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2021,9,2,45000.0,45000.0,1082.0,451581.7929759704
KENILWORTH,2021,10,6,60250.0,12050.0,1082.0,451581.7929759704
KENILWORTH,2021,11,2,30000.0,30000.0,1082.0,451581.7929759704
KENILWORTH,2021,12,4,339500.0,84875.0,1082.0,451581.7929759704
KENILWORTH,2022,2,2,130000.0,65000.0,1082.0,451581.7929759704
KENILWORTH,2022,3,1,52000.0,52000.0,1082.0,451581.7929759704
KENILWORTH,2022,4,2,259855.0,129927.5,1082.0,451581.7929759704
KENILWORTH,2022,5,2,2000.0,2000.0,1082.0,451581.7929759704
KENILWORTH,2022,6,3,20000.0,10000.0,1082.0,451581.7929759704
KENILWORTH,2022,7,2,50000.0,50000.0,1082.0,451581.7929759704
KENILWORTH,2022,8,6,54000.0,13500.0,1082.0,451581.7929759704
KENILWORTH,2022,9,2,4000.0,4000.0,1082.0,451581.7929759704
KENILWORTH,2022,11,2,0.0,,1082.0,451581.7929759704
KENILWORTH,2022,12,2,94882.0,47441.0,1082.0,451581.7929759704
KENILWORTH,2023,1,4,115000.0,38333.333333333336,1082.0,451581.7929759704
KENILWORTH,2023,3,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2023,4,2,35000.0,17500.0,1082.0,451581.7929759704
KENILWORTH,2023,5,4,52000.0,17333.333333333332,1082.0,451581.7929759704
KENILWORTH,2023,6,4,56000.0,18666.666666666668,1082.0,451581.7929759704
KENILWORTH,2023,8,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2023,9,4,75640.0,25213.333333333332,1082.0,451581.7929759704
KENILWORTH,2023,10,4,0.0,,1082.0,451581.7929759704
KENILWORTH,2023,11,4,945250.0,315083.3333333333,1082.0,451581.7929759704
KENILWORTH,2023,12,3,150000.0,150000.0,1082.0,451581.7929759704
KENILWORTH,2024,1,3,157589.0,157589.0,1082.0,451581.7929759704
KENILWORTH,2024,2,7,14684.0,7342.0,1082.0,451581.7929759704
KENILWORTH,2024,3,5,10000.0,10000.0,1082.0,451581.7929759704
KENILWORTH,2024,4,2,0.0,,1082.0,451581.7929759704
KENILWORTH,2024,5,3,8000.0,8000.0,1082.0,451581.7929759704
KENILWORTH,2024,6,6,0.0,,1082.0,451581.7929759704
KENILWORTH,2024,7,4,108000.0,36000.0,1082.0,451581.7929759704
KENILWORTH,2024,8,3,195000.0,65000.0,1082.0,451581.7929759704
KENILWORTH,2024,10,3,45000.0,45000.0,1082.0,451581.7929759704
KENILWORTH,2024,11,2,13500.0,6750.0,1082.0,451581.7929759704
KENILWORTH,2024,12,3,40000.0,20000.0,1082.0,451581.7929759704
KENILWORTH,2025,1,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2025,2,1,86000.0,86000.0,1082.0,451581.7929759704
KENILWORTH,2025,3,4,790500.0,395250.0,1082.0,451581.7929759704
KENILWORTH,2025,4,1,0.0,,1082.0,451581.7929759704
KENILWORTH,2025,5,2,32000.0,32000.0,1082.0,451581.7929759704
KENILWORTH,2025,6,3,45000.0,22500.0,1082.0,451581.7929759704
KENILWORTH,2025,7,5,174000.0,43500.0,1082.0,451581.7929759704
KENILWORTH,2025,8,2,0.0,,1082.0,451581.7929759704
KENILWORTH,2025,9,2,12285.0,12285.0,1082.0,451581.7929759704
KENILWORTH,2025,10,3,174125.0,87062.5,1082.0,451581.7929759704
KENILWORTH,2025,11,1,300000.0,300000.0,1082.0,451581.7929759704
"KENILWORTH, SHERBROOKE, CRESTWOOD, GARIEPY",2024,6,1,5000.0,5000.0,,
KENNEDALE INDUSTRIAL,2019,1,3,17000.0,5666.666666666667,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2019,2,2,555000.0,277500.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2019,3,1,100000.0,100000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2019,5,1,597000.0,597000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2019,6,2,30000.0,15000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2019,7,2,139000.0,69500.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2019,9,1,1300000.0,1300000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2020,1,2,11800.0,5900.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2020,2,1,50000.0,50000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2020,3,1,20000.0,20000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2020,6,1,10395.0,10395.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2020,11,2,100000.0,50000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2020,12,1,5886.0,5886.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2021,1,1,10000.0,10000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2021,2,2,11400.0,5700.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2021,4,2,61500.0,30750.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2021,6,1,242000.0,242000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2021,8,1,120000.0,120000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2021,9,2,55425.0,27712.5,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2021,10,1,900.0,900.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2022,2,2,11400.0,5700.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2022,6,4,836648.0,209162.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2022,7,1,4000000.0,4000000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2022,8,2,83533.0,41766.5,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2022,10,1,1750000.0,1750000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2022,12,3,90000.0,30000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2023,3,1,2000.0,2000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2023,4,1,1000.0,1000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2023,5,1,0.0,0.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2023,6,1,15000.0,15000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2023,9,2,150000.0,150000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2024,1,1,10000.0,10000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2024,2,1,307483.0,307483.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2024,3,1,3000.0,3000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2024,6,1,50000.0,50000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2024,7,1,40000.0,40000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2024,8,1,30000.0,30000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2024,12,1,100000.0,100000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2025,2,1,100000.0,100000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2025,3,4,246000.0,61500.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2025,5,1,14000.0,14000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2025,6,1,792000.0,792000.0,239.0,950575.3138075314
KENNEDALE INDUSTRIAL,2025,10,4,2084000.0,521000.0,239.0,950575.3138075314
"KENNEDALE INDUSTRIAL, EDMONTON SOUTH CENTRAL",2022,7,1,243884.0,243884.0,,
KENSINGTON,2019,1,3,57000.0,28500.0,1481.0,344585.41525995947
KENSINGTON,2019,2,1,80000.0,80000.0,1481.0,344585.41525995947
KENSINGTON,2019,3,2,6000.0,6000.0,1481.0,344585.41525995947
KENSINGTON,2019,4,2,70500.0,35250.0,1481.0,344585.41525995947
KENSINGTON,2019,5,5,62000.0,20666.666666666668,1481.0,344585.41525995947
KENSINGTON,2019,6,1,100000.0,100000.0,1481.0,344585.41525995947
KENSINGTON,2019,8,3,8000.0,4000.0,1481.0,344585.41525995947
KENSINGTON,2019,9,2,9250.0,4625.0,1481.0,344585.41525995947
KENSINGTON,2019,12,2,18250.0,18250.0,1481.0,344585.41525995947
KENSINGTON,2020,1,4,10000.0,5000.0,1481.0,344585.41525995947
KENSINGTON,2020,2,2,0.0,,1481.0,344585.41525995947
KENSINGTON,2020,3,1,44500.0,44500.0,1481.0,344585.41525995947
KENSINGTON,2020,4,2,0.0,,1481.0,344585.41525995947
KENSINGTON,2020,5,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2020,6,1,2900000.0,2900000.0,1481.0,344585.41525995947
KENSINGTON,2020,7,3,10000.0,10000.0,1481.0,344585.41525995947
KENSINGTON,2020,8,4,330970.0,82742.5,1481.0,344585.41525995947
KENSINGTON,2020,9,1,30000.0,30000.0,1481.0,344585.41525995947
KENSINGTON,2020,10,3,108400.0,54200.0,1481.0,344585.41525995947
KENSINGTON,2020,11,3,577280.0,288640.0,1481.0,344585.41525995947
KENSINGTON,2020,12,2,0.0,,1481.0,344585.41525995947
KENSINGTON,2021,1,4,127000.0,31750.0,1481.0,344585.41525995947
KENSINGTON,2021,2,4,139500.0,46500.0,1481.0,344585.41525995947
KENSINGTON,2021,3,3,91000.0,30333.333333333332,1481.0,344585.41525995947
KENSINGTON,2021,4,1,6800.0,6800.0,1481.0,344585.41525995947
KENSINGTON,2021,5,4,284200.0,94733.33333333333,1481.0,344585.41525995947
KENSINGTON,2021,6,2,30000.0,15000.0,1481.0,344585.41525995947
KENSINGTON,2021,7,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2021,8,1,2500.0,2500.0,1481.0,344585.41525995947
KENSINGTON,2021,9,5,199000.0,49750.0,1481.0,344585.41525995947
KENSINGTON,2021,10,2,0.0,,1481.0,344585.41525995947
KENSINGTON,2021,11,2,5000.0,5000.0,1481.0,344585.41525995947
KENSINGTON,2021,12,1,22000.0,22000.0,1481.0,344585.41525995947
KENSINGTON,2022,1,1,60000.0,60000.0,1481.0,344585.41525995947
KENSINGTON,2022,2,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2022,3,2,352879.0,176439.5,1481.0,344585.41525995947
KENSINGTON,2022,4,1,350000.0,350000.0,1481.0,344585.41525995947
KENSINGTON,2022,5,3,86000.0,43000.0,1481.0,344585.41525995947
KENSINGTON,2022,6,5,202280.0,67426.66666666667,1481.0,344585.41525995947
KENSINGTON,2022,7,5,72500.0,24166.666666666668,1481.0,344585.41525995947
KENSINGTON,2022,8,3,89000.0,89000.0,1481.0,344585.41525995947
KENSINGTON,2022,9,3,119000.0,59500.0,1481.0,344585.41525995947
KENSINGTON,2022,10,1,45000.0,45000.0,1481.0,344585.41525995947
KENSINGTON,2022,11,4,59000.0,19666.666666666668,1481.0,344585.41525995947
KENSINGTON,2022,12,1,25000.0,25000.0,1481.0,344585.41525995947
KENSINGTON,2023,1,1,1400000.0,1400000.0,1481.0,344585.41525995947
KENSINGTON,2023,2,2,20000.0,20000.0,1481.0,344585.41525995947
KENSINGTON,2023,3,1,100000.0,100000.0,1481.0,344585.41525995947
KENSINGTON,2023,4,2,80000.0,40000.0,1481.0,344585.41525995947
KENSINGTON,2023,5,2,1394000.0,697000.0,1481.0,344585.41525995947
KENSINGTON,2023,8,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2023,9,2,85000.0,85000.0,1481.0,344585.41525995947
KENSINGTON,2023,10,2,250000.0,250000.0,1481.0,344585.41525995947
KENSINGTON,2023,11,2,2000.0,2000.0,1481.0,344585.41525995947
KENSINGTON,2024,1,2,210000.0,210000.0,1481.0,344585.41525995947
KENSINGTON,2024,2,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2024,4,2,4500.0,4500.0,1481.0,344585.41525995947
KENSINGTON,2024,5,4,999000.0,999000.0,1481.0,344585.41525995947
KENSINGTON,2024,6,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2024,7,2,80000.0,80000.0,1481.0,344585.41525995947
KENSINGTON,2024,8,4,100000.0,50000.0,1481.0,344585.41525995947
KENSINGTON,2024,10,3,0.0,,1481.0,344585.41525995947
KENSINGTON,2024,11,3,17500.0,17500.0,1481.0,344585.41525995947
KENSINGTON,2024,12,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2025,2,2,15000.0,15000.0,1481.0,344585.41525995947
KENSINGTON,2025,4,2,131000.0,65500.0,1481.0,344585.41525995947
KENSINGTON,2025,5,2,790000.0,395000.0,1481.0,344585.41525995947
KENSINGTON,2025,6,2,0.0,,1481.0,344585.41525995947
KENSINGTON,2025,7,3,761250.0,253750.0,1481.0,344585.41525995947
KENSINGTON,2025,8,2,0.0,,1481.0,344585.41525995947
KENSINGTON,2025,9,1,0.0,,1481.0,344585.41525995947
KENSINGTON,2025,11,2,60000.0,60000.0,1481.0,344585.41525995947
KERNOHAN,2019,4,1,8000.0,8000.0,1167.0,317188.5175664096
KERNOHAN,2019,6,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2019,7,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2019,8,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2019,9,1,95000.0,95000.0,1167.0,317188.5175664096
KERNOHAN,2020,1,1,2500.0,2500.0,1167.0,317188.5175664096
KERNOHAN,2020,5,2,1800.0,1800.0,1167.0,317188.5175664096
KERNOHAN,2020,6,1,24000.0,24000.0,1167.0,317188.5175664096
KERNOHAN,2020,7,1,40000.0,40000.0,1167.0,317188.5175664096
KERNOHAN,2020,8,2,0.0,,1167.0,317188.5175664096
KERNOHAN,2020,11,1,35000.0,35000.0,1167.0,317188.5175664096
KERNOHAN,2021,3,2,10000.0,10000.0,1167.0,317188.5175664096
KERNOHAN,2021,4,2,12000.0,12000.0,1167.0,317188.5175664096
KERNOHAN,2021,5,1,9000.0,9000.0,1167.0,317188.5175664096
KERNOHAN,2021,7,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2021,11,1,18650.0,18650.0,1167.0,317188.5175664096
KERNOHAN,2022,3,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2022,5,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2022,7,2,10000.0,10000.0,1167.0,317188.5175664096
KERNOHAN,2022,8,1,7500.0,7500.0,1167.0,317188.5175664096
KERNOHAN,2022,9,1,2500.0,2500.0,1167.0,317188.5175664096
KERNOHAN,2022,10,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2022,11,4,422905.0,140968.33333333334,1167.0,317188.5175664096
KERNOHAN,2023,3,1,10000.0,10000.0,1167.0,317188.5175664096
KERNOHAN,2023,5,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2023,7,2,308500.0,308500.0,1167.0,317188.5175664096
KERNOHAN,2023,8,1,700.0,700.0,1167.0,317188.5175664096
KERNOHAN,2023,9,1,100000.0,100000.0,1167.0,317188.5175664096
KERNOHAN,2023,11,2,0.0,,1167.0,317188.5175664096
KERNOHAN,2023,12,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2024,4,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2024,5,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2024,7,3,0.0,,1167.0,317188.5175664096
KERNOHAN,2024,8,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2024,9,2,49000.0,24500.0,1167.0,317188.5175664096
KERNOHAN,2025,1,1,18000.0,18000.0,1167.0,317188.5175664096
KERNOHAN,2025,4,1,6000.0,6000.0,1167.0,317188.5175664096
KERNOHAN,2025,5,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2025,6,1,0.0,,1167.0,317188.5175664096
KERNOHAN,2025,7,3,0.0,,1167.0,317188.5175664096
KERNOHAN,2025,10,1,28000.0,28000.0,1167.0,317188.5175664096
KERNOHAN,2025,11,2,0.0,,1167.0,317188.5175664096
KERNOHAN,2025,12,1,68000.0,68000.0,1167.0,317188.5175664096
KESWICK,2019,1,13,2392250.0,199354.16666666666,3635.0,610184.8693259972
KESWICK,2019,2,21,5059240.0,281068.8888888889,3635.0,610184.8693259972
KESWICK,2019,3,30,36553805.0,1305493.0357142857,3635.0,610184.8693259972
KESWICK,2019,4,19,5648760.0,313820.0,3635.0,610184.8693259972
KESWICK,2019,5,24,4372440.0,198747.27272727274,3635.0,610184.8693259972
KESWICK,2019,6,30,4845900.0,201912.5,3635.0,610184.8693259972
KESWICK,2019,7,12,2434880.0,243488.0,3635.0,610184.8693259972
KESWICK,2019,8,27,4249899.0,223678.8947368421,3635.0,610184.8693259972
KESWICK,2019,9,28,6546557.0,311740.8095238095,3635.0,610184.8693259972
KESWICK,2019,10,33,7582459.0,280831.81481481483,3635.0,610184.8693259972
KESWICK,2019,11,24,4007600.0,235741.17647058822,3635.0,610184.8693259972
KESWICK,2019,12,39,16340685.0,495172.2727272727,3635.0,610184.8693259972
KESWICK,2020,1,28,5808422.0,242017.58333333334,3635.0,610184.8693259972
KESWICK,2020,2,23,5503778.0,262084.66666666666,3635.0,610184.8693259972
KESWICK,2020,3,34,6442703.0,201334.46875,3635.0,610184.8693259972
KESWICK,2020,4,21,3912460.0,230144.70588235295,3635.0,610184.8693259972
KESWICK,2020,5,31,5976690.0,249028.75,3635.0,610184.8693259972
KESWICK,2020,6,27,7541720.0,377086.0,3635.0,610184.8693259972
KESWICK,2020,7,26,5159570.0,271556.3157894737,3635.0,610184.8693259972
KESWICK,2020,8,27,3674800.0,229675.0,3635.0,610184.8693259972
KESWICK,2020,9,28,5535600.0,251618.18181818182,3635.0,610184.8693259972
KESWICK,2020,10,40,9663299.0,284214.67647058825,3635.0,610184.8693259972
KESWICK,2020,11,47,12308540.0,307713.5,3635.0,610184.8693259972
KESWICK,2020,12,37,8508800.0,265900.0,3635.0,610184.8693259972
KESWICK,2021,1,51,12865796.0,262567.2653061224,3635.0,610184.8693259972
KESWICK,2021,2,41,11827560.0,347869.4117647059,3635.0,610184.8693259972
KESWICK,2021,3,50,8944800.0,203290.9090909091,3635.0,610184.8693259972
KESWICK,2021,4,38,34319942.0,1009410.0588235294,3635.0,610184.8693259972
KESWICK,2021,5,56,10581880.0,271330.25641025644,3635.0,610184.8693259972
KESWICK,2021,6,71,11872049.0,228308.63461538462,3635.0,610184.8693259972
KESWICK,2021,7,50,8591920.0,245483.42857142858,3635.0,610184.8693259972
KESWICK,2021,8,35,9463160.0,378526.4,3635.0,610184.8693259972
KESWICK,2021,9,51,10971780.0,255157.67441860464,3635.0,610184.8693259972
KESWICK,2021,10,42,8435360.0,241010.2857142857,3635.0,610184.8693259972
KESWICK,2021,11,54,11025280.0,229693.33333333334,3635.0,610184.8693259972
KESWICK,2021,12,35,7617280.0,245718.70967741936,3635.0,610184.8693259972
KESWICK,2022,1,28,5284621.0,203254.65384615384,3635.0,610184.8693259972
KESWICK,2022,2,46,8751925.0,236538.51351351352,3635.0,610184.8693259972
KESWICK,2022,3,30,5568420.0,192014.4827586207,3635.0,610184.8693259972
KESWICK,2022,4,56,11574073.0,231481.46,3635.0,610184.8693259972
KESWICK,2022,5,81,19196849.0,274240.7,3635.0,610184.8693259972
KESWICK,2022,6,70,14691157.0,257739.59649122806,3635.0,610184.8693259972
KESWICK,2022,7,56,13515875.0,259920.67307692306,3635.0,610184.8693259972
KESWICK,2022,8,69,17012064.0,270032.7619047619,3635.0,610184.8693259972
KESWICK,2022,9,52,8950180.0,194569.13043478262,3635.0,610184.8693259972
KESWICK,2022,10,37,8485569.0,265174.03125,3635.0,610184.8693259972
KESWICK,2022,11,40,6762349.0,187843.02777777778,3635.0,610184.8693259972
KESWICK,2022,12,15,2885400.0,221953.84615384616,3635.0,610184.8693259972
KESWICK,2023,1,19,2106625.0,131664.0625,3635.0,610184.8693259972
KESWICK,2023,2,25,4701125.0,195880.20833333334,3635.0,610184.8693259972
KESWICK,2023,3,50,11152248.0,247827.73333333334,3635.0,610184.8693259972
KESWICK,2023,4,37,5863150.0,189133.87096774194,3635.0,610184.8693259972
KESWICK,2023,5,35,4860607.0,186946.42307692306,3635.0,610184.8693259972
KESWICK,2023,6,45,6192352.0,187647.0303030303,3635.0,610184.8693259972
KESWICK,2023,7,50,8105050.0,219055.4054054054,3635.0,610184.8693259972
KESWICK,2023,8,51,9516750.0,237918.75,3635.0,610184.8693259972
KESWICK,2023,9,44,3779150.0,171779.54545454544,3635.0,610184.8693259972
KESWICK,2023,10,50,9375312.0,223221.7142857143,3635.0,610184.8693259972
KESWICK,2023,11,36,5669875.0,182899.1935483871,3635.0,610184.8693259972
KESWICK,2023,12,31,6504749.0,282815.17391304346,3635.0,610184.8693259972
KESWICK,2024,1,40,5137500.0,160546.875,3635.0,610184.8693259972
KESWICK,2024,2,44,9057000.0,258771.42857142858,3635.0,610184.8693259972
KESWICK,2024,3,41,6659213.0,201794.33333333334,3635.0,610184.8693259972
KESWICK,2024,4,50,7632774.0,195712.15384615384,3635.0,610184.8693259972
KESWICK,2024,5,106,15170875.0,199616.77631578947,3635.0,610184.8693259972
KESWICK,2024,6,81,14641845.0,228778.828125,3635.0,610184.8693259972
KESWICK,2024,7,69,20996510.0,437427.2916666667,3635.0,610184.8693259972
KESWICK,2024,8,61,11883625.0,242522.95918367346,3635.0,610184.8693259972
